1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
1,2,2,3,4,5,6,4,25,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
2,7,8,3,9,10,21,
